3,20,0,0
3,20,20,0
3,20,40,0
3,20,60,0
3,20,80,0
3,20,100,0
3,20,120,0
3,20,140,0
3,20,160,0
3,20,180,0
3,20,200,0
3,20,220,0
3,20,240,0
3,20,260,0
3,20,280,0
3,20,300,0
3,20,320,0
3,20,340,0
3,20,360,0
3,20,380,0
3,20,380,20
3,20,380,40
3,20,380,260
3,20,380,240
3,20,380,220
3,20,380,200
3,20,380,180
3,20,380,160
3,20,380,140
3,20,380,120
3,20,380,100
3,20,380,80
3,20,380,60
3,20,380,380
3,20,380,360
3,20,380,340
3,20,380,320
3,20,380,300
3,20,380,280
3,20,360,380
3,20,340,380
3,20,320,380
3,20,300,380
3,20,280,380
3,20,260,380
3,20,240,380
3,20,220,380
3,20,200,380
3,20,80,380
3,20,100,380
3,20,120,380
3,20,140,380
3,20,160,380
3,20,180,380
3,20,60,380
3,20,40,380
3,20,20,380
3,20,0,380
3,20,0,360
3,20,0,340
3,20,0,320
3,20,0,300
3,20,0,280
3,20,0,260
3,20,0,240
3,20,0,220
3,20,0,200
3,20,0,180
3,20,0,160
3,20,0,140
3,20,0,120
3,20,0,100
3,20,0,80
3,20,0,60
3,20,0,40
3,20,0,20
1,20,200,20
0,20,20,360
3,20,120,100
3,20,140,100
3,20,140,120
3,20,140,140
3,20,160,140
3,20,180,140
3,20,200,140
3,20,220,140
3,20,220,120
3,20,240,120
3,20,260,120
3,20,280,120
3,20,300,120
3,20,300,100
3,20,280,100
3,20,260,100
3,20,240,100
3,20,220,100
3,20,200,100
3,20,200,120
3,20,180,120
3,20,160,120
3,20,160,100
3,20,180,100
3,20,20,320
3,20,40,320
3,20,60,320
3,20,80,320
3,20,100,320
3,20,120,320
3,20,140,320
3,20,160,320
3,20,180,320
3,20,200,320
3,20,220,320
3,20,240,320
4,10,20,20
4,10,20,40
4,10,20,60
4,10,20,80
4,10,20,100
4,10,20,120
4,10,20,140
4,10,20,160
4,10,20,180
4,10,20,200
4,10,20,220
4,10,20,240
4,10,20,260
4,10,20,280
4,10,20,300
4,10,20,340
4,10,40,20
4,10,40,40
4,10,40,60
4,10,40,80
4,10,40,100
4,10,40,120
4,10,40,140
4,10,40,160
4,10,40,180
4,10,40,200
4,10,40,220
4,10,40,240
4,10,40,260
4,10,40,280
4,10,40,300
4,10,40,340
4,10,40,360
4,10,60,20
4,10,60,40
4,10,60,60
4,10,60,80
4,10,60,100
4,10,60,120
4,10,60,140
4,10,60,160
4,10,60,180
4,10,60,200
4,10,60,220
4,10,60,240
4,10,60,260
4,10,60,280
4,10,60,300
4,10,60,340
4,10,60,360
4,10,80,20
4,10,80,40
4,10,80,60
4,10,80,80
4,10,80,100
4,10,80,120
4,10,80,140
4,10,80,160
4,10,80,180
4,10,80,200
4,10,80,220
4,10,80,240
4,10,80,260
4,10,80,280
4,10,80,300
4,10,80,340
4,10,80,360
4,10,100,20
4,10,100,40
4,10,100,60
4,10,100,80
4,10,100,100
4,10,100,120
4,10,100,140
4,10,100,160
4,10,100,180
4,10,100,200
4,10,100,220
4,10,100,240
4,10,100,260
4,10,100,280
4,10,100,300
4,10,100,340
4,10,100,360
4,10,120,20
4,10,120,40
4,10,120,60
4,10,120,80
4,10,120,120
4,10,120,140
4,10,120,160
4,10,120,180
4,10,120,200
4,10,120,220
4,10,120,240
4,10,120,260
4,10,120,280
4,10,120,300
4,10,120,340
4,10,120,360
4,10,140,20
4,10,140,40
4,10,140,60
4,10,140,80
4,10,140,160
4,10,140,180
4,10,140,200
4,10,140,220
4,10,140,240
4,10,140,260
4,10,140,280
4,10,140,300
4,10,140,340
4,10,140,360
4,10,160,20
4,10,160,40
4,10,160,60
4,10,160,80
4,10,160,160
4,10,160,180
4,10,160,200
4,10,160,220
4,10,160,240
4,10,160,260
4,10,160,280
4,10,160,300
4,10,160,340
4,10,160,360
4,10,180,20
4,10,180,40
4,10,180,60
4,10,180,80
4,10,180,160
4,10,180,180
4,10,180,200
4,10,180,220
4,10,180,240
4,10,180,260
4,10,180,280
4,10,180,300
4,10,180,340
4,10,180,360
4,10,200,40
4,10,200,60
4,10,200,80
4,10,200,160
4,10,200,180
4,10,200,200
4,10,200,220
4,10,200,240
4,10,200,260
4,10,200,280
4,10,200,300
4,10,200,340
4,10,200,360
4,10,220,20
4,10,220,40
4,10,220,60
4,10,220,80
4,10,220,160
4,10,220,180
4,10,220,200
4,10,220,220
4,10,220,240
4,10,220,260
4,10,220,280
4,10,220,300
4,10,220,340
4,10,220,360
4,10,240,20
4,10,240,40
4,10,240,60
4,10,240,80
4,10,240,140
4,10,240,160
4,10,240,180
4,10,240,200
4,10,240,220
4,10,240,240
4,10,240,260
4,10,240,280
4,10,240,300
4,10,240,340
4,10,240,360
4,10,260,20
4,10,260,40
4,10,260,60
4,10,260,80
4,10,260,140
4,10,260,160
4,10,260,180
4,10,260,200
4,10,260,220
4,10,260,240
4,10,260,260
4,10,260,280
4,10,260,300
4,10,260,320
4,10,260,340
4,10,260,360
4,10,280,20
4,10,280,40
4,10,280,60
4,10,280,80
4,10,280,140
4,10,280,160
4,10,280,180
4,10,280,200
4,10,280,220
4,10,280,240
4,10,280,260
4,10,280,280
4,10,280,300
4,10,280,320
4,10,280,340
4,10,280,360
4,10,300,20
4,10,300,40
4,10,300,60
4,10,300,80
4,10,300,140
4,10,300,160
4,10,300,180
4,10,300,200
4,10,300,220
4,10,300,240
4,10,300,260
4,10,300,280
4,10,300,300
4,10,300,320
4,10,300,340
4,10,300,360
4,10,320,20
4,10,320,40
4,10,320,60
4,10,320,80
4,10,320,100
4,10,320,120
4,10,320,140
4,10,320,160
4,10,320,180
4,10,320,200
4,10,320,220
4,10,320,240
4,10,320,260
4,10,320,280
4,10,320,300
4,10,320,320
4,10,320,340
4,10,320,360
4,10,340,20
4,10,340,40
4,10,340,60
4,10,340,80
4,10,340,100
4,10,340,120
4,10,340,140
4,10,340,160
4,10,340,180
4,10,340,200
4,10,340,220
4,10,340,240
4,10,340,260
4,10,340,280
4,10,340,300
4,10,340,320
4,10,340,340
4,10,340,360
4,10,360,20
4,10,360,40
4,10,360,60
4,10,360,80
4,10,360,100
4,10,360,120
4,10,360,140
4,10,360,160
4,10,360,180
4,10,360,200
4,10,360,220
4,10,360,240
4,10,360,260
4,10,360,280
4,10,360,300
4,10,360,320
4,10,360,340
4,10,360,360
